Order ID,Date,Status,Fulfilment,Sales Channel,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code
405-8078784-5731545,30-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,S,On the Way,0,INR,647.62,MUMBAI,MAHARASHTRA,400081
171-9198151-1101146,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,3XL,Shipped,1,INR,406,BENGALURU,KARNATAKA,560085
404-0687676-7273146,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,329,NAVI MUMBAI,MAHARASHTRA,410210
403-9615377-8133951,30-04-2022,Cancelled,Merchant,Amazon.in,Blazzer,L,On the Way,0,INR,753.33,PUDUCHERRY,PUDUCHERRY,605008
407-1069790-7240320,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,3XL,Shipped,1,INR,574,CHENNAI,TAMIL NADU,600073
404-1490984-4578765,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,824,GHAZIABAD,UTTAR PRADESH,201102
408-5748499-6859555,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,653,CHANDIGARH,CHANDIGARH,160036
406-7807733-3785945,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,S,Shipped,1,INR,399,HYDERABAD,TELANGANA,500032
407-5443024-5233168,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,3XL,Cancelled,0,,,HYDERABAD,TELANGANA,500008
402-4393761-0311520,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,363,Chennai,TAMIL NADU,600041
407-5633625-6970741,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,685,CHENNAI,TAMIL NADU,600073
171-4638481-6326716,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XS,Shipped,1,INR,364,NOIDA,UTTAR PRADESH,201303
405-5513694-8146768,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XS,Shipped,1,INR,399,Amravati.,MAHARASHTRA,444606
408-7955685-3083534,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,657,MUMBAI,MAHARASHTRA,400053
408-1298370-1920302,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,L,Shipped,1,INR,771,MUMBAI,MAHARASHTRA,400053
403-4965581-9520319,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,6XL,Shipped,1,INR,544,GUNTAKAL,ANDHRA PRADESH,515801
406-9379318-6555504,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,329,JAIPUR,RAJASTHAN,302020
405-9013803-8009918,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,399,NEW DELHI,DELHI,110074
402-4030358-5835511,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XXL,Shipped,1,INR,458,Gurgaon,HARYANA,122004
405-5957858-1051546,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,886,BENGALURU,KARNATAKA,560017
405-0607769-0716360,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,517,TIRUCHIRAPPALLI,TAMIL NADU,620018
404-8494550-5860325,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,666,BENGALURU,KARNATAKA,560040
171-1305077-2813934,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,376,HYDERABAD,TELANGANA,500072
404-6019946-2909948,30-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,M,On the Way,0,INR,570.48,pune,MAHARASHTRA,411044
402-3384087-4005164,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,499,TEZPUR,ASSAM,784001
405-8191138-5176316,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XS,Shipped,1,INR,582,RANCHI,JHARKHAND,834002
403-9230474-9657916,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,3XL,Shipped,1,INR,299,BILASPUR,CHHATTISGARH,495001
408-3484251-6901959,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,4XL,Shipped,1,INR,459,PUNE,MAHARASHTRA,411052
405-7755803-4729935,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,399,BENGALURU,KARNATAKA,560037
404-5933402-8801952,30-04-2022,Cancelled,Merchant,Amazon.in,Shirt,3XL,On the Way,0,,,GUWAHATI,ASSAM,781003
171-9040274-9291563,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,S,Shipped,1,INR,791,THIRUVARUR,TAMIL NADU,613704
403-7056319-0979561,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,499,LUCKNOW,UTTAR PRADESH,226010
404-9632124-1107550,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,M,Shipped,1,INR,1233,VISAKHAPATNAM,ANDHRA PRADESH,530016
402-1465437-0579556,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,M,Shipped,1,INR,517,JEYPUR,ODISHA,764001
404-7774085-3780319,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,376,HYDERABAD,TELANGANA,500028
402-2764952-1492318,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,499,LUCKNOW,UTTAR PRADESH,226016
406-0272200-7784379,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,666,CHENNAI,TAMIL NADU,600033
403-4367956-2849158,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,487,NEW DELHI,DELHI,110092
403-4367956-2849158,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,368,NEW DELHI,DELHI,110092
403-4242957-8599555,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,399,THIRUVANANTHAPURAM,KERALA,695011
408-7165704-5643524,30-04-2022,Shipped,Amazon,Amazon.in,Perfume,Free,Shipped,1,INR,699,GREATER NOIDA,UTTAR PRADESH,201306
402-8210765-3935569,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,3XL,Shipped,1,INR,885,JABALPUR,MADHYA PRADESH,482002
406-7398201-3869914,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,M,Shipped,1,INR,424,MUMBAI,MAHARASHTRA,400092
408-3478480-0881162,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,1126,LUCKNOW,UTTAR PRADESH,226017
402-7595162-9129931,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,788,MUMBAI,MAHARASHTRA,400076
171-6876154-6233146,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,759,KOLKATA,WEST BENGAL,700014
408-3917043-5314763,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,1146,ONGOLE,ANDHRA PRADESH,523001
408-9281152-6213100,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,S,Shipped,1,INR,665,SECUNDERABAD,TELANGANA,500017
403-3496411-3082707,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,429,HYDERABAD,TELANGANA,500062
171-9208368-0157156,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,M,Shipped,1,INR,399,KEWALPUR,UTTAR PRADESH,271881
408-2137113-0982751,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,848,CUTTACK,ODISHA,753012
402-3628566-9688333,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,654,BADLAPUR,MAHARASHTRA,421503
408-7138000-9728362,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,1033,dimapur,NAGALAND,797112
402-1752649-2274748,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,390,BENGALURU,KARNATAKA,560047
402-7944191-1869101,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,L,Shipped,1,INR,493,BENGALURU,KARNATAKA,560076
407-4063876-9566742,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,S,Shipped,1,INR,721,WARANGAL,TELANGANA,506001
403-0752752-4656334,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,597,DHAULPUR,RAJASTHAN,328024
406-8879861-2081117,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,399,GUWAHATI,ASSAM,781029
406-8089333-7941903,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,888,Bengaluru,KARNATAKA,560103
171-3072652-6805159,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,353,HYDERABAD,TELANGANA,500072
171-2592464-6846743,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XL,Shipped,1,INR,599,BENGALURU,KARNATAKA,560023
404-2262140-4696366,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,518,NAGPUR,MAHARASHTRA,440022
404-2262140-4696366,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,295,NAGPUR,MAHARASHTRA,440022
405-3594372-1614709,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,852,GREATER NOIDA,UTTAR PRADESH,201306
407-2974257-4781134,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,824,THANE,MAHARASHTRA,400607
171-4137548-0481151,30-04-2022,Cancelled,Amazon,Amazon.in,Shirt,XXL,Cancelled,0,,,Dahod,Gujarat,389151
405-4461562-9113959,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XXL,Shipped,1,INR,909,RANCHI,JHARKHAND,834004
404-4535078-5241919,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,L,Shipped,1,INR,432,PUNE,MAHARASHTRA,411014
405-8387725-2971512,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,545,BENGALURU,KARNATAKA,560040
405-6480932-8759528,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,1146,VIJAPURA,KARNATAKA,586201
405-9966506-3155561,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,696,CHENNAI,TAMIL NADU,600041
408-7029737-8028367,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,432,MUMBAI,MAHARASHTRA,400080
407-2189901-7515567,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,S,Shipped,1,INR,631,bangalore,KARNATAKA,560001
402-2105657-2899562,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,316,BENGALURU,KARNATAKA,560098
406-1326801-8886709,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,362,BERHAMPUR,ODISHA,760002
408-7760667-5809130,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,329,HYDERABAD,TELANGANA,500085
405-8457623-9269955,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,399,PUNE,MAHARASHTRA,411045
408-6820155-3521913,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,751,TEZPUR,ASSAM,784001
403-6190683-2687538,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,XL,Shipped,1,INR,791,HIMMATNAGAR,Gujarat,383001
408-4069830-3819562,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,684,Kolkata,WEST BENGAL,700048
408-4069830-3819562,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,1281,Kolkata,WEST BENGAL,700048
408-4069830-3819562,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,1186,Kolkata,WEST BENGAL,700048
171-7367545-7081126,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,499,HYDERABAD,TELANGANA,502032
404-6522553-9345930,30-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,M,On the Way,0,INR,1105.36,DEHRADUN,UTTARAKHAND,248001
403-9950518-0349133,30-04-2022,Cancelled,Amazon,Amazon.in,Shirt,M,Cancelled,0,,,HYDERABAD,TELANGANA,500072
407-6599093-6553153,30-04-2022,Delivered,Merchant,Amazon.in,Socks,3XL,Shipped,1,INR,377,KOLKATA,WEST BENGAL,700078
403-3763475-2237125,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,M,Shipped,1,INR,744,DHARMAPURI,TAMIL NADU,636705
405-1492294-0323520,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,XL,Shipped,1,INR,744,DEHRADUN,UTTARAKHAND,248005
403-1162895-2484367,30-04-2022,Delivered,Merchant,Amazon.in,Blazzer,XXL,Shipped,1,INR,859,JAIPUR,RAJASTHAN,303905
171-6833843-5473114,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,487,VADODARA,Gujarat,390019
403-1477057-8253913,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,3XL,Shipped,1,INR,825,CHAVAKKAD,KERALA,680506
408-2114413-6089906,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,680,PATNA,BIHAR,800026
405-1879750-2639521,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,3XL,Shipped,1,INR,725,CHENNAI,TAMIL NADU,600028
406-5727754-5302723,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,696,VADODARA,Gujarat,390018
405-0901744-8270705,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,499,VADODARA,Gujarat,390003
405-9112089-3379536,30-04-2022,Cancelled,Amazon,Amazon.in,Shirt,L,Cancelled,0,,,PUNE,MAHARASHTRA,411046
408-6357132-2310703,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,696,Jammu,JAMMU & KASHMIR,180011
406-5334922-9670748,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,406,bangalore,KARNATAKA,560026
402-8519791-3706738,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,852,NEW DELHI,DELHI,110036
408-1830318-0357940,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,399,NARNAUND,HARYANA,125039
406-5103760-7326749,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,432,Ahmedabad,Gujarat,380051
402-7841951-1872363,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,S,Cancelled,0,,,NEW DELHI,DELHI,110036
408-7698765-2294756,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XXL,Shipped,1,INR,1338,AMBARNATH,MAHARASHTRA,421502
404-1856281-9996319,30-04-2022,Delivered,Merchant,Amazon.in,Blazzer,S,Shipped,1,INR,472,GWALIOR,MADHYA PRADESH,474005
406-5406738-7113145,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,788,NEW DELHI,DELHI,110078
405-5257740-5301158,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XL,Shipped,1,INR,832,ROHTAK,HARYANA,124001
405-5257740-5301158,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,399,ROHTAK,HARYANA,124001
405-2072502-4089911,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,599,ROHTAK,HARYANA,124001
405-0882561-5952340,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,692,Kolkata,WEST BENGAL,700156
403-7266170-1163500,30-04-2022,Delivered,Merchant,Amazon.in,Trousers,M,Shipped,1,INR,518,MUMBAI,MAHARASHTRA,400076
405-8114272-1687512,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,788,NEW DELHI,DELHI,110034
171-6138639-1478731,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,318,HYDERABAD,TELANGANA,500054
405-4059216-4541150,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,597,HYDERABAD,TELANGANA,500072
405-1152015-7333945,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,888,PATNA,BIHAR,800002
406-0177436-6731556,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,406,RAMAGUNDAM,TELANGANA,505211
406-0715107-8168308,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,1186,PITHORAGARH,UTTARAKHAND,262501
403-0104882-7373900,30-04-2022,Cancelled,Amazon,Amazon.in,Blazzer,XXL,Unshipped,1,INR,791,HIMMATNAGAR,Gujarat,383001
403-0104882-7373900,30-04-2022,Cancelled,Amazon,Amazon.in,Blazzer,XL,Unshipped,1,INR,807,HIMMATNAGAR,Gujarat,383001
403-0104882-7373900,30-04-2022,Cancelled,Amazon,Amazon.in,Blazzer,XXL,Unshipped,1,INR,807,HIMMATNAGAR,Gujarat,383001
405-3002282-6797102,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,311,KOLKATA,WEST BENGAL,700057
407-8466904-3461908,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XL,Shipped,1,INR,387,MUMBAI,MAHARASHTRA,400101
171-3305587-5364338,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,348,HYDERABAD,TELANGANA,500053
406-8961316-8137943,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,S,Shipped,1,INR,597,"GUWAHATI, KAMRUP (M)",ASSAM,781014
406-8961316-8137943,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,S,Shipped,1,INR,549,"GUWAHATI, KAMRUP (M)",ASSAM,781014
171-2813040-8296320,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,635,KOLAR,KARNATAKA,563101
408-9845791-1393151,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,597,PATIALA,PUNJAB,147001
402-4277204-2348328,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,790,REWA,MADHYA PRADESH,486001
171-3049339-2085136,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,375,BONGAIGAON,ASSAM,783380
405-9928526-2470747,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,1115,HYDERABAD,TELANGANA,500087
405-4908072-0260360,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,3XL,Shipped,1,INR,579,BENGALURU,KARNATAKA,560055
406-3984186-5973150,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XXL,Shipped,1,INR,788,Chengalpattu,TAMIL NADU,603002
171-8635309-7508346,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,597,PERAMBALUR,TAMIL NADU,621212
171-0293372-4913973,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,3XL,Cancelled,0,,,KOLAR,KARNATAKA,563101
402-8288606-4313118,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,517,BILASPUR,HIMACHAL PRADESH,174001
402-8746990-6412346,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,442,CHENNAI,TAMIL NADU,600099
402-0294212-5431551,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,399,VARANASI,UTTAR PRADESH,221010
406-1530134-2105912,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,518,BENGALURU,KARNATAKA,560036
403-5222550-4437140,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,348,COIMBATORE,TAMIL NADU,641035
408-1482435-5202714,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,M,Shipped,1,INR,788,CHIRMIRI,CHHATTISGARH,497449
403-6442534-2769112,30-04-2022,Cancelled,Amazon,Amazon.in,Trousers,3XL,Cancelled,0,,,AZAMGARH,UTTAR PRADESH,276302
408-3113070-0750756,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,597,KALYAN,MAHARASHTRA,421306
404-7796841-1880317,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,696,NEW DELHI,DELHI,110016
405-2142542-0941949,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,363,HYDERABAD,TELANGANA,502032
405-0286717-7761132,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,299,HYDERABAD,TELANGANA,502032
406-9021273-9221106,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,S,Shipped,1,INR,690,GUWAHATI,ASSAM,781026
404-5381335-4577925,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XS,Shipped,1,INR,574,MYSORE,KARNATAKA,570008
171-0131752-2560336,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,M,Shipped,1,INR,1399,BARABANKI,UTTAR PRADESH,225001
407-4235449-1353916,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,S,Shipped,1,INR,999,AMILA,UTTAR PRADESH,275301
171-8061614-5688327,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,999,VIJAYAWADA,ANDHRA PRADESH,520010
407-8248783-4261958,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,487,RAWAN AMBUJA CEMENT PLANT,CHHATTISGARH,493331
404-6513062-3876305,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,3XL,Shipped,1,INR,376,TIRUCHIRAPPALLI,TAMIL NADU,620018
406-7779874-9136347,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,1115,HERBERTPUR,UTTARAKHAND,248142
406-9638549-1733961,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XXL,Shipped,1,INR,517,BENGALURU,KARNATAKA,560048
407-8801185-0134713,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,1126,bangalore,KARNATAKA,560001
171-3625443-6505905,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,L,Shipped,1,INR,725,KALAMASSERY,KERALA,682021
402-8078642-8565124,30-04-2022,Cancelled,Amazon,Amazon.in,Shirt,XL,Cancelled,0,,,Puri-2,ODISHA,752002
402-2820441-9623566,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,XXL,Shipped,1,INR,721,TIKABALI,ODISHA,762010
171-4312987-5366767,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,666,BIHARSHARIF,BIHAR,803115
403-5189998-9343503,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,496,HYDERABAD,TELANGANA,500075
407-9863928-5979501,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,353,PARAVUR,KERALA,683513
171-4644162-9093116,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,S,Shipped,1,INR,399,BASTI,UTTAR PRADESH,272001
406-0974406-3179521,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,6XL,Shipped,1,INR,458,WALAJAPET,TAMIL NADU,632513
402-0048138-1845122,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,1115,Dimapur,NAGALAND,797112
407-6283946-7749133,30-04-2022,Shipped,Amazon,Amazon.in,Perfume,Free,Shipped,1,INR,845,Bengaluru,KARNATAKA,560029
407-0542879-1795554,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,S,Shipped,1,INR,399,Mahendragarh,HARYANA,123027
406-0218328-1773963,30-04-2022,Cancelled,Amazon,Amazon.in,Shirt,6XL,Cancelled,0,,,WALAJAPET,TAMIL NADU,632513
407-3742007-3242711,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,517,HYDERABAD,TELANGANA,500086
407-3742007-3242711,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,517,HYDERABAD,TELANGANA,500086
405-3067317-3360344,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,599,GREATER NOIDA,UTTAR PRADESH,201306
406-5648244-8317954,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,3XL,Shipped,1,INR,487,New Delhi,DELHI,110019
171-3460653-0171519,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XXL,Shipped,1,INR,487,GURUGRAM,HARYANA,122002
404-5337874-2284337,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,568,BENGALURU,KARNATAKA,560040
405-2660443-4165145,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,M,Shipped,1,INR,399,BENGALURU,KARNATAKA,560022
402-3329522-2367566,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,295,MUMBAI,MAHARASHTRA,400069
406-3078054-1755513,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,484,BIJNOR,UTTAR PRADESH,246722
171-4647176-6456305,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XXL,Shipped,1,INR,626,MUMBAI,MAHARASHTRA,400078
408-5011528-8276347,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,563,ALLAHABAD,UTTAR PRADESH,211001
407-4097885-3129958,30-04-2022,Delivered,Merchant,Amazon.in,Trousers,L,Shipped,1,INR,387,VASAI VIRAR,MAHARASHTRA,401202
171-1224053-5752314,30-04-2022,Cancelled,Merchant,Amazon.in,Trousers,L,On the Way,0,INR,463.81,BENGALURU,KARNATAKA,560087
406-2849582-6531553,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,L,Shipped,1,INR,512,BIJNOR,UTTAR PRADESH,246701
407-5875767-6399551,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,1112,HYDERABAD,TELANGANA,500085
171-6336729-6763536,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,M,Unshipped,1,INR,626,BENGALURU,KARNATAKA,560037
404-3907920-5281963,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,376,HYDERABAD,TELANGANA,500090
408-7310428-6047538,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,M,Shipped,1,INR,859,BENGALURU,KARNATAKA,560075
403-2608092-6065935,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,597,MANGALURU,KARNATAKA,575001
404-9760385-9109154,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,329,HYDERABAD,TELANGANA,500034
405-0732969-3941948,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XL,Shipped,1,INR,583,NEW TOWN,WEST BENGAL,700059
402-2720308-2560327,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,L,Shipped,1,INR,665,MUMBAI,MAHARASHTRA,400016
402-0589123-6183541,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,582,MUMBAI,MAHARASHTRA,400016
