Order ID,Date,Status,Fulfilment,Sales Channel,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code
171-8354779-8514738,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,3XL,Shipped,1,INR,825,NAGPUR,MAHARASHTRA,440015
407-1738255-7871543,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,792,HYDERABAD,TELANGANA,500064
407-6756181-8208303,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,399,PUNE,MAHARASHTRA,411028
408-8144264-8325917,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,299,GUWAHATI,ASSAM,781028
408-8144264-8325917,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XS,Shipped,1,INR,476,GUWAHATI,ASSAM,781028
171-6293462-6370760,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,519,KONNAGAR,WEST BENGAL,712235
402-2000546-7525961,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XS,Shipped,1,INR,432,NAVI MUMBAI,MAHARASHTRA,400706
402-9646648-6741100,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,XL,Cancelled,0,,,MULAMTHURUTHY,KERALA,682314
407-9973562-6335530,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,399,NEW DELHI,DELHI,110034
408-4023413-3491556,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,375,SECUNDERABAD,TELANGANA,500061
408-1556916-5571531,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,0,BENGALURU,KARNATAKA,560024
171-4796944-6041923,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,M,Cancelled,0,,,Totu,HIMACHAL PRADESH,171011
407-9815175-7715562,30-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,M,On the Way,0,INR,872.38,UDMA,KERALA,671319
405-9620802-9307524,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,M,Unshipped,1,INR,1065,NELLORE,ANDHRA PRADESH,524004
171-1979326-0273917,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,M,Shipped,1,INR,744,RAYAGIRI,TAMIL NADU,627764
171-9872005-3617935,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,458,BILASPUR,HIMACHAL PRADESH,171102
402-9551731-4261929,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,654,NEW DELHI,DELHI,110021
406-2834206-2650740,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,376,Hyderabad,TELANGANA,502032
406-3606209-0480305,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,3XL,Shipped,1,INR,725,KOLKATA,WEST BENGAL,700053
171-9737328-9068339,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XXL,Shipped,1,INR,881,Navsari,Gujarat,396445
403-9386300-6961110,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,499,Bangalore,KARNATAKA,560016
405-4550346-5805109,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,568,BARNALA,PUNJAB,148109
405-9154802-4417130,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,1115,JAUNPUR,UTTAR PRADESH,222001
171-5817102-9354721,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,631,AHMEDABAD,Gujarat,380054
407-8466193-3697907,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,476,MANDYA,KARNATAKA,571401
171-1732527-3258704,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,499,AKOLA,MAHARASHTRA,444101
405-3476222-0986719,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,533,HYDERABAD,TELANGANA,500083
405-1137081-1850730,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,562,HYDERABAD,TELANGANA,500079
408-0798497-0715560,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,666,KOLKATA,WEST BENGAL,700092
405-7872305-8756356,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XL,Shipped,1,INR,487,Dombivli(E),MAHARASHTRA,421203
406-8775662-6040352,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,635,GWALIOR,MADHYA PRADESH,474020
406-5635751-7814744,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,635,GWALIOR,MADHYA PRADESH,474020
405-8000234-4237120,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,L,Shipped,1,INR,477,PUNE,MAHARASHTRA,411041
171-6410613-7767548,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XXL,Shipped,1,INR,463,NAVI MUMBAI,MAHARASHTRA,410210
408-1323988-1333949,30-04-2022,Returned,Merchant,Amazon.in,T-shirt,M,Shipped,1,INR,0,KANCHIPURAM,TAMIL NADU,600059
404-2194126-7585156,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XS,Shipped,1,INR,1115,KANNUR,KERALA,670571
403-1626761-4112302,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,399,HYDERABAD,TELANGANA,502319
404-3977864-9744321,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,458,KOLKATA,WEST BENGAL,700102
405-8652327-9918748,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,319,BENGALURU,KARNATAKA,560084
407-3447065-7292334,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,533,"MUMBAI,Malad West,Malvani.",MAHARASHTRA,400095
406-3241678-9712310,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,S,Shipped,1,INR,545,BOKARO STEEL CITY,JHARKHAND,827012
408-6590726-6670722,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XXL,Shipped,1,INR,597,VILAYAT GIDC,Gujarat,392020
408-3443568-9779520,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XXL,Shipped,1,INR,591,VILAYAT GIDC,Gujarat,392020
408-3443568-9779520,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,582,VILAYAT GIDC,Gujarat,392020
406-2223897-1184313,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,549,KHAMMAM,TELANGANA,507002
402-6990848-8176361,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,635,MANGALURU,KARNATAKA,575003
404-6137662-6606727,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,353,HYDERABAD,TELANGANA,500083
404-1528651-8384308,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,M,Shipped,1,INR,487,BENGALURU,KARNATAKA,560036
171-8224036-3044323,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,1112,GURUGRAM,HARYANA,122001
403-3986638-7292365,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,L,Shipped,1,INR,690,SIPCOT PERUNDURAI,TAMIL NADU,638052
404-9445554-0009126,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,788,KOLKATA,WEST BENGAL,700084
403-1177905-6744330,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XXL,Shipped,1,INR,487,PUNE,MAHARASHTRA,411038
171-2455701-0960350,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,L,Shipped,1,INR,597,Maraimalainagar,TAMIL NADU,603209
406-7604735-7129135,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,801,Mumbai,MAHARASHTRA,400081
405-0190551-1582739,30-04-2022,Cancelled,Merchant,Amazon.in,Shirt,XL,On the Way,0,INR,350.48,KALAMASSERY,KERALA,682021
406-0260556-1768361,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,666,MYSURU,KARNATAKA,570017
171-8602675-3441906,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,406,BENGALURU,KARNATAKA,560068
407-9815105-0249903,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,1065,Kishanganj,BIHAR,855115
406-3314085-6102757,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,1669,HYDERABAD,TELANGANA,500089
407-0041312-7583565,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,487,THIRUVANANTHAPURAM,KERALA,695581
406-5212808-4982747,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,495,BETTIAH,BIHAR,845438
404-6182045-6773137,30-04-2022,Delivered,Merchant,Amazon.in,Blazzer,L,Shipped,1,INR,869,AHMEDABAD,Gujarat,380015
404-4842089-9100365,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,M,Shipped,1,INR,807,AHMEDABAD,Gujarat,380015
403-9762872-1529112,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XL,Shipped,1,INR,540,GURUGRAM,HARYANA,122017
407-9199038-5476330,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,792,Bangalore,KARNATAKA,560083
402-9985740-6994711,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,801,Dist Alipurduar,WEST BENGAL,735214
171-2032233-0305133,30-04-2022,Shipped,Amazon,Amazon.in,Trousers,XL,Shipped,1,INR,540,BARSUR,CHHATTISGARH,494441
406-9684593-1409145,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,3XL,Shipped,1,INR,548,CHENNAI,TAMIL NADU,602117
403-5898805-1425935,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,295,PANMANA,KERALA,691583
403-5103230-8961927,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,435,PANMANA,KERALA,691583
407-5818545-8129135,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XL,Shipped,1,INR,1432,sankra,CHHATTISGARH,492112
171-6251170-5071549,30-04-2022,Cancelled,Merchant,Amazon.in,Shirt,L,On the Way,0,INR,540.95,CHENNAI,TAMIL NADU,600117
404-9371281-1603507,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,654,HYDERABAD,TELANGANA,500005
405-0890112-1339513,30-04-2022,Delivered,Merchant,Amazon.in,Blazzer,XXL,Shipped,1,INR,488,Bengaluru,KARNATAKA,560076
406-9300151-3458725,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,666,NAMCHI,SIKKIM,737126
406-6779001-4088358,30-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,S,Cancelled,0,,,NAMCHI,SIKKIM,737126
406-7355996-4809118,30-04-2022,Delivered,Merchant,Amazon.in,T-shirt,3XL,Shipped,1,INR,888,Ahemdabad,Gujarat,380058
406-2947501-1309952,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,1112,SIDCUL HARIDWAR,UTTARAKHAND,249403
408-7235380-6991554,30-04-2022,Cancelled,Merchant,Amazon.in,Shirt,XXL,On the Way,0,INR,277.14,MUMBAI,MAHARASHTRA,400074
408-7235380-6991554,30-04-2022,Cancelled,Merchant,Amazon.in,Shirt,XXL,On the Way,0,INR,300.95,MUMBAI,MAHARASHTRA,400074
408-7235380-6991554,30-04-2022,Cancelled,Merchant,Amazon.in,Shirt,XXL,On the Way,0,INR,313.33,MUMBAI,MAHARASHTRA,400074
408-3526661-0965957,29-04-2022,Cancelled,Amazon,Amazon.in,Blazzer,L,Unshipped,1,INR,899,CHENNAI,TAMIL NADU,600083
171-7796625-7797904,29-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,M,On the Way,0,INR,750.48,BOISAR,MAHARASHTRA,401501
407-2558196-2748319,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,654,MYSURU,KARNATAKA,570004
406-6182057-8958767,29-04-2022,Delivered,Merchant,Amazon.in,Blazzer,M,Shipped,1,INR,725,THODUPUZHA,KERALA,685595
406-1017854-8859535,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,626,Gurugram,HARYANA,122001
408-5558170-0080344,29-04-2022,Delivered,Merchant,Amazon.in,Shirt,3XL,Shipped,1,INR,363,THIRUVIDAIMARUDUR,TAMIL NADU,612104
408-6539891-7501929,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,429,THANE,MAHARASHTRA,400605
403-7315245-3669152,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,XL,Shipped,1,INR,744,BENGALURU,KARNATAKA,560100
408-2874655-3175563,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,399,THANE,MAHARASHTRA,400605
404-4306865-0981913,29-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,XL,Unshipped,1,INR,599,JAMMU,JAMMU & KASHMIR,180007
403-4542311-7044317,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,1254,THANE,MAHARASHTRA,401107
171-0158245-0603546,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,517,JHUMRI TILAIYA,JHARKHAND,825409
403-2800448-9777102,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,1033,THANE,MAHARASHTRA,401107
406-9770854-6341932,29-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XS,Shipped,1,INR,1186,LEH,JAMMU & KASHMIR,194101
405-4902484-1345110,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,432,DURGAPUR,WEST BENGAL,713206
408-6341256-3049926,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,801,JAMSHEDPUR,JHARKHAND,831017
404-3238914-2028337,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,824,JSW STEEL PLANT TOWNSHIP,KARNATAKA,583123
403-6389579-5134733,29-04-2022,Delivered,Merchant,Amazon.in,T-shirt,3XL,Shipped,1,INR,1126,BENGALURU,KARNATAKA,560046
403-4194116-1065901,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,1186,BENGALURU,KARNATAKA,560046
407-4541519-9436312,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,368,LUCKNOW,UTTAR PRADESH,226017
407-6760175-6669900,29-04-2022,Shipped,Amazon,Amazon.in,Trousers,L,Shipped,1,INR,563,GURUGRAM,HARYANA,122003
407-6495811-4753108,29-04-2022,Delivered,Merchant,Amazon.in,Blazzer,S,Shipped,1,INR,413,PUDUPAKKAM,TAMIL NADU,603103
402-2193143-0845955,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,654,MUGHALSARAI,UTTAR PRADESH,232101
402-9851200-0350750,29-04-2022,Cancelled,Amazon,Amazon.in,Shirt,M,Cancelled,0,,,SECUNDERABAD,TELANGANA,500025
402-5803194-1716337,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,545,NOIDA,UTTAR PRADESH,201305
403-8704823-5525134,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,442,BENGALURU,KARNATAKA,560076
404-5595821-0990765,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XS,Shipped,1,INR,534,THIRUVANANTHAPURAM,KERALA,695003
405-3993118-8151554,29-04-2022,Delivered,Merchant,Amazon.in,Shirt,M,Shipped,1,INR,725,MUZAFFARPUR,BIHAR,842002
406-3346143-7743523,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,517,Bangalore,KARNATAKA,560061
171-4028625-9042722,29-04-2022,Delivered,Merchant,Amazon.in,Blazzer,XS,Shipped,1,INR,566,"Colachal, Kanya Kumari District",TAMIL NADU,629251
171-2863176-0009922,29-04-2022,Shipped,Amazon,Amazon.in,Perfume,Free,Shipped,1,INR,721,"Colachal, Kanya Kumari District",TAMIL NADU,629251
171-2863176-0009922,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,XS,Shipped,1,INR,859,"Colachal, Kanya Kumari District",TAMIL NADU,629251
403-7636061-4537944,29-04-2022,Cancelled,Amazon,Amazon.in,Shirt,M,Unshipped,1,INR,399,BENGALURU,KARNATAKA,560084
407-8545004-0009147,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,788,MUMBAI,MAHARASHTRA,400013
407-1311979-3264324,29-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,S,Cancelled,0,,,FARIDABAD,HARYANA,121004
402-4340811-5375517,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XXL,Shipped,1,INR,818,HYDERABAD,TELANGANA,500028
405-6955975-9279523,29-04-2022,Delivered,Merchant,Amazon.in,Trousers,XXL,Shipped,1,INR,413,ANJUNA Bardez Go,GOA,403509
405-7767733-4883539,29-04-2022,Cancelled,Amazon,Amazon.in,Trousers,XS,Cancelled,0,,,ANJUNA Bardez Go,GOA,403509
171-9012028-5817164,29-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,S,Unshipped,1,INR,852,"NEW TOWN, Kolkata",WEST BENGAL,700159
406-5758486-5375549,29-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,3XL,On the Way,0,INR,570.48,GURUGRAM,HARYANA,122001
171-5080344-2642762,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,375,PUNJAIPULIAMPATTI,TAMIL NADU,638459
407-0481881-2040338,30-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,375,BENGALURU,KARNATAKA,560093
407-0754626-8489962,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,XL,Shipped,1,INR,625,BENGALURU,KARNATAKA,560086
171-9911915-2972305,30-04-2022,Cancelled,Amazon,Amazon.in,Shirt,XXL,Cancelled,0,,,ATTUR,TAMIL NADU,636121
402-9432533-7479564,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,626,CHENNAI,TAMIL NADU,600077
407-6091750-4052349,30-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,788,BURDWAN,WEST BENGAL,713101
407-2970552-6916329,30-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,435,BENGALURU,KARNATAKA,560093
404-0320130-2175570,30-04-2022,Shipped,Amazon,Amazon.in,Blazzer,L,Shipped,1,INR,825,MUMBAI,MAHARASHTRA,400072
408-9162865-2217162,29-04-2022,Shipped,Amazon,Amazon.in,Trousers,XXL,Shipped,1,INR,540,Chennai,TAMIL NADU,600091
404-7280745-6277120,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XL,Shipped,1,INR,563,GURUGRAM,HARYANA,122004
403-6699640-7919568,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,376,BENGALURU,KARNATAKA,560095
403-0138700-0733935,29-04-2022,Cancelled,Amazon,Amazon.in,Shirt,M,Unshipped,1,INR,376,BENGALURU,KARNATAKA,560095
407-3402984-0581936,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,3XL,Shipped,1,INR,721,Vadodara,Gujarat,390025
403-0547905-9053123,29-04-2022,Cancelled,Amazon,Amazon.in,Shirt,M,Unshipped,1,INR,376,BENGALURU,KARNATAKA,560095
406-5651256-4804346,29-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,259,CHENNAI,TAMIL NADU,600092
402-7300171-9417149,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XS,Shipped,1,INR,511,Edapally,KERALA,682024
402-4075296-7169152,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,1033,CHAMBA,HIMACHAL PRADESH,176310
403-5348116-8269147,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,654,LUCKNOW,UTTAR PRADESH,226010
405-4709716-6469134,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,654,NAVI MUMBAI,MAHARASHTRA,410218
405-2114640-3594728,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,3XL,Shipped,1,INR,376,PUNE,MAHARASHTRA,411041
404-7764990-8097141,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,M,Shipped,1,INR,744,CHENNAI,TAMIL NADU,600001
407-1804307-9801915,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,1115,"Vaduthala,Kochi",KERALA,682023
407-1804307-9801915,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,368,"Vaduthala,Kochi",KERALA,682023
402-3401176-7354747,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,680,BETUL BAZAR,MADHYA PRADESH,460004
406-9402998-2954731,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,737,RANCHI,JHARKHAND,834002
403-1222042-8013921,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,626,VENNANDUR,TAMIL NADU,637505
403-6784069-3189967,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,654,AHMEDABAD,Gujarat,380055
405-4403409-7375553,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XXL,Shipped,1,INR,654,DAVANAGERE,KARNATAKA,577002
406-4826302-0651534,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,1463,BHUBANESWAR,ODISHA,751024
405-9188153-2229950,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,788,SALUR,ANDHRA PRADESH,535591
403-4036039-6253116,29-04-2022,Cancelled,Amazon,Amazon.in,Shirt,M,Cancelled,0,,,GUWAHATI,ASSAM,781011
403-1044773-8927556,29-04-2022,Shipped,Amazon,Amazon.in,Trousers,XXL,Shipped,1,INR,540,HYDERABAD,TELANGANA,500032
404-9128841-2663546,29-04-2022,Shipped,Amazon,Amazon.in,Trousers,XS,Shipped,1,INR,487,SATARA,MAHARASHTRA,415002
405-6220605-3735564,29-04-2022,Delivered,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,329,BARUIPUR,WEST BENGAL,700144
405-2812521-7830708,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,399,BARUIPUR,WEST BENGAL,700144
405-0872631-6885912,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,1065,Debra,WEST BENGAL,721140
405-5857636-6725930,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,XL,Shipped,1,INR,744,AHMEDABAD,Gujarat,382330
403-2464746-2140361,29-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XL,Shipped,1,INR,1149,Agartala,TRIPURA,799010
404-8275879-8967507,29-04-2022,Delivered,Merchant,Amazon.in,Trousers,M,Shipped,1,INR,413,HYDERABAD,TELANGANA,500062
405-3603310-7293153,29-04-2022,Shipped,Amazon,Amazon.in,Trousers,XXL,Shipped,1,INR,360,BENGALURU,KARNATAKA,560066
408-2507164-5337918,29-04-2022,Returned,Merchant,Amazon.in,Shirt,XL,Shipped,1,INR,499,EGRA,WEST BENGAL,721429
407-4481525-0793109,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,L,Shipped,1,INR,825,Navi Mumbai,MAHARASHTRA,400706
407-7566435-1837162,29-04-2022,Shipped,Amazon,Amazon.in,Trousers,M,Shipped,1,INR,463,HYDERABAD,TELANGANA,500090
407-9290394-4403500,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,L,Shipped,1,INR,791,PUNE,MAHARASHTRA,411006
403-4714019-2209928,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,L,Shipped,1,INR,888,FAIZABAD,UTTAR PRADESH,224001
405-6458874-9383538,29-04-2022,Delivered,Merchant,Amazon.in,Blazzer,M,Shipped,1,INR,899,HYDERABAD,TELANGANA,500084
405-6458874-9383538,29-04-2022,Delivered,Merchant,Amazon.in,Blazzer,M,Shipped,1,INR,859,HYDERABAD,TELANGANA,500084
171-0998566-1481905,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,S,Shipped,1,INR,295,THANE,MAHARASHTRA,401107
402-9507468-0522762,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,S,Shipped,1,INR,654,Badlapur,MAHARASHTRA,421504
408-4091370-4293113,29-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XS,Shipped,1,INR,771,BENGALURU,KARNATAKA,560024
403-7625556-5684369,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,406,THANE,MAHARASHTRA,401107
406-3397253-1156318,29-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,XS,On the Way,0,INR,995.54,Mumbai,MAHARASHTRA,400092
404-6961589-0653957,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,L,Shipped,1,INR,435,COIMBATORE,TAMIL NADU,641046
404-3964962-8452335,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XL,Shipped,1,INR,499,town.budhana village. Husainpur kalan,UTTAR PRADESH,251309
408-8283561-9582706,29-04-2022,Cancelled,Merchant,Amazon.in,T-shirt,XL,On the Way,0,INR,1143.75,KOLKATA,WEST BENGAL,700028
408-5062774-0602746,29-04-2022,Cancelled,Amazon,Amazon.in,Trousers,XL,Unshipped,1,INR,665,KOLKATA,WEST BENGAL,700028
405-5427791-9905965,29-04-2022,Shipped,Amazon,Amazon.in,Blazzer,M,Shipped,1,INR,744,MYSURU,KARNATAKA,570023
406-5628650-5866760,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,M,Shipped,1,INR,801,KOLKATA,WEST BENGAL,700095
408-5740418-3927504,29-04-2022,Delivered,Merchant,Amazon.in,Trousers,S,Shipped,1,INR,545,JABALPUR,MADHYA PRADESH,482003
407-8988506-2665963,29-04-2022,Cancelled,Amazon,Amazon.in,T-shirt,S,Cancelled,0,,,TRAL,JAMMU & KASHMIR,192123
171-6176410-6487513,29-04-2022,Delivered,Merchant,Amazon.in,T-shirt,S,Shipped,1,INR,1338,Panchkula,HARYANA,134114
408-8079090-8044333,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,M,Shipped,1,INR,352,Lucknow,UTTAR PRADESH,226008
408-3586969-6558706,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,3XL,Shipped,1,INR,0,Hyderabad,TELANGANA,500004
171-4519721-7419566,29-04-2022,Delivered,Merchant,Amazon.in,T-shirt,XL,Shipped,1,INR,816,GURUGRAM,HARYANA,122002
402-6409401-9687537,29-04-2022,Cancelled,Amazon,Amazon.in,Shirt,S,Unshipped,1,INR,399,MUMBAI,MAHARASHTRA,400008
405-6729502-9303510,29-04-2022,Shipped,Amazon,Amazon.in,Shirt,XXL,Shipped,1,INR,329,Secunderabad,TELANGANA,500010
171-4919127-5482722,29-04-2022,Shipped,Amazon,Amazon.in,T-shirt,XS,Shipped,1,INR,788,NEW DELHI,DELHI,110025
